id,invoice_type,policy_number,coverage_start_date,coverage_end_date,due_date,status,pre_levy_amount,total_amount,refund_date,charge_date
c1570ec2-db27-4ec7-9c26-4525bccbbfd9,regular,917789310,2021-03-04T16:16:18.047372+08:00,2021-04-04T16:16:18.047372+08:00,2021-03-04T16:16:18.047372+08:00,open,79,79,NULL,NULL
af163a5a-9351-405d-bc15-1ffee1db3f94,regular,210190562,2020-08-20T15:23:51.063949+08:00,2020-09-20T15:23:51.063949+08:00,2020-08-20T15:23:51.063949+08:00,paid,63,63.05,NULL,2020-08-21T12:00:46.694138+08:00
6d584a9c-57c2-42ad-80da-fd4b3b4dc7a0,regular,384388931,2020-08-20T21:33:13.026223+08:00,2020-09-20T21:33:13.026223+08:00,2020-08-20T21:33:13.026223+08:00,paid,531,531.45,NULL,2020-08-21T12:00:49.10858+08:00
ab6803d6-f2d9-42cc-acc9-a5edcfea2e0a,regular,720655057,2020-08-23T10:37:34.424653+08:00,2020-09-23T10:37:34.424653+08:00,2020-08-23T10:37:34.424653+08:00,paid,341.25,341.45,NULL,2020-08-23T12:00:55.899467+08:00
ca0816c9-426c-4eea-b6fe-f8e926d80b82,regular,1067016559,2020-08-23T10:52:30.313181+08:00,2020-09-23T10:52:30.313181+08:00,2020-08-23T10:52:30.313181+08:00,paid,209,209.13,NULL,2020-08-23T12:00:58.274654+08:00
3285ae0b-f09c-4e5a-b86c-15524a76330f,regular,1295414600,2020-08-06T12:08:52.663479+08:00,2020-09-06T12:08:52.663479+08:00,2020-08-06T12:08:52.663479+08:00,paid,60,60.05,NULL,2020-08-06T12:11:04.251775+08:00
2c07bfa1-4893-451c-8876-827dcd6d02cc,regular,473380501,2020-08-22T20:27:21.260735+08:00,2020-09-22T20:27:21.260735+08:00,2020-08-22T20:27:21.260735+08:00,paid,9.99,10,NULL,2020-08-23T12:01:00.819003+08:00
b2ea705b-9add-4ab9-bc39-90b994827706,regular,1550262842,2020-07-25T19:29:23.733021+08:00,2020-08-25T19:29:23.733021+08:00,2020-07-25T19:29:23.733021+08:00,paid,130.5,130.61,NULL,2020-08-11T15:10:14.147346+08:00
59515550-b939-4073-9ba9-b4d34b02e14c,regular,351549470,2020-08-04T13:02:37.746031+08:00,2020-09-04T13:02:37.746031+08:00,2020-08-04T13:02:37.746031+08:00,paid,10,10.01,NULL,2020-08-11T15:10:19.127528+08:00
346cfbb2-401f-468a-9659-e7ade5785d42,regular,1180050121,2020-08-04T12:34:58.737715+08:00,2020-09-04T12:34:58.737715+08:00,2020-08-04T12:34:58.737715+08:00,paid,9.99,10,NULL,2020-08-11T15:10:24.07197+08:00
5f6582f9-c40a-490b-b072-7c539ffce038,regular,1178344693,2020-08-03T14:33:38.833947+08:00,2020-09-03T14:33:38.833947+08:00,2020-08-03T14:33:38.833947+08:00,paid,173,173.15,NULL,2020-08-11T15:10:26.305672+08:00
e930b379-6705-474b-b0b1-c16e2b96c84f,regular,1438203227,2020-08-03T17:15:22.776579+08:00,2020-09-03T17:15:22.776579+08:00,2020-08-03T17:15:22.776579+08:00,paid,9.99,10,NULL,2020-08-11T15:10:28.398764+08:00
4e33b6e3-5415-4a9c-af3c-0716234d4e12,regular,1550262842,2020-06-25T19:29:23.733021+08:00,2020-07-25T19:29:23.733021+08:00,2020-06-25T19:29:23.733021+08:00,paid,130.5,130.61,NULL,2020-08-11T15:10:30.612601+08:00
8200f280-4921-47ca-95cc-2a9bc09f12d6,regular,765278480,2020-08-24T10:12:57.443794+08:00,2020-09-24T10:12:57.443794+08:00,2020-08-24T10:12:57.443794+08:00,paid,98,98.06,NULL,2020-08-24T12:00:30.343639+08:00
0b48d552-77ff-447f-8b7a-b48953e6976d,regular,74121422,2020-08-23T17:05:53.991506+08:00,2020-09-23T17:05:53.991506+08:00,2020-08-23T17:05:53.991506+08:00,paid,10,10.01,NULL,2020-08-24T12:00:32.654704+08:00
07eeb7c5-97f1-45c4-8739-dd3cb41732f1,regular,623855115,2020-08-23T13:23:02.078998+08:00,2020-09-23T13:23:02.078998+08:00,2020-08-23T13:23:02.078998+08:00,paid,9.99,10,NULL,2020-08-24T12:00:34.514042+08:00
21d55200-a03f-44e1-bbb4-6687d0ac0b00,regular,1166235598,2020-08-24T19:39:28.304355+08:00,2020-09-24T19:39:28.304355+08:00,2020-08-24T19:39:28.304355+08:00,paid,62,62.04,NULL,2020-08-25T12:00:29.142279+08:00
2e03186b-0992-4354-8d2a-e129c011233c,regular,1217091529,2020-12-13T16:56:26.736027+08:00,2021-01-13T16:56:26.736027+08:00,2020-12-13T16:56:26.736027+08:00,paid,111,111.07,NULL,2020-12-14T12:00:01.582973+08:00
ceb069ab-352e-4c48-8c8a-fc77170134e6,regular,547184045,2020-08-23T12:14:51.801014+08:00,2020-09-23T12:14:51.801014+08:00,2020-08-23T12:14:51.801014+08:00,paid,362,362.31,NULL,2020-08-24T12:00:28.025449+08:00
066f9d26-758d-44b6-a908-d7c335acf949,regular,1160068625,2020-08-23T16:29:29.302823+08:00,2020-09-23T16:29:29.302823+08:00,2020-08-23T16:29:29.302823+08:00,paid,9.99,10,NULL,2020-08-24T12:00:36.463211+08:00
fca18078-811f-4f7c-a31b-4687ac4910d8,regular,769555947,2020-09-23T15:52:42.104117+08:00,2020-10-23T15:52:42.104117+08:00,2020-09-23T15:52:42.104117+08:00,paid,124,124.11,NULL,2020-09-23T15:53:39.257467+08:00
8873d475-4090-4a61-9da0-783d598eb488,regular,877488980,2020-09-25T12:37:49.404777+08:00,2020-10-25T12:37:49.404777+08:00,2020-09-25T12:37:49.404777+08:00,open,49,49,NULL,NULL
1b521df6-034a-4212-a6d2-c7f73a7ace31,regular,1471510495,2020-09-25T17:28:16.511901+08:00,2020-10-25T17:28:16.511901+08:00,2020-09-25T17:28:16.511901+08:00,paid,141,141.12,NULL,2020-09-26T12:00:43.347702+08:00
914bad3a-7fe4-442c-a06c-930674e29455,regular,71728323,2020-09-25T17:28:59.873692+08:00,2020-10-25T17:28:59.873692+08:00,2020-09-25T17:28:59.873692+08:00,paid,269,269.23,NULL,2020-09-26T12:00:45.343861+08:00
f1a25072-8f9b-4b00-af3c-187d6f23fb2b,regular,1550262842,2020-09-25T19:29:23.733021+08:00,2020-10-25T19:29:23.733021+08:00,2020-09-25T19:29:23.733021+08:00,paid,130.5,130.61,NULL,2020-09-26T12:00:47.614411+08:00
36a85f8c-d8ac-42c7-8afe-347f86cc6857,regular,1582778311,2020-09-26T18:19:17.033803+08:00,2020-10-26T18:19:17.033803+08:00,2020-09-26T18:19:17.033803+08:00,open,49,49,NULL,NULL
f6cb7052-7b3c-46fe-b6f3-0eb33e93b5a0,regular,2117744133,2020-09-26T17:20:09.384278+08:00,2020-10-26T17:20:09.384278+08:00,2020-09-26T17:20:09.384278+08:00,paid,81.09,81.16,NULL,2020-09-27T12:01:19.218855+08:00
12f1045b-4360-458b-ba3b-aa1623a19a8c,regular,665139389,2020-09-27T22:00:12.205225+08:00,2020-10-27T22:00:12.205225+08:00,2020-09-27T22:00:12.205225+08:00,paid,9.99,10,NULL,2020-09-28T12:00:20.957171+08:00
4a7db963-9378-4cba-acaf-79a32a2be1c9,regular,939802936,2020-09-27T13:37:53.138994+08:00,2020-10-27T13:37:53.138994+08:00,2020-09-27T13:37:53.138994+08:00,paid,2481.19,2483.3,NULL,2020-09-28T12:00:22.925901+08:00
88073d80-ce61-4452-b022-e7c4d39deac8,regular,1613512368,2020-09-28T16:27:03.066575+08:00,2020-10-28T16:27:03.066575+08:00,2020-09-28T16:27:03.066575+08:00,paid,9.99,10,NULL,2020-09-29T12:00:56.645579+08:00
081c4995-8391-45fa-8256-4728461c35ca,regular,644623162,2020-09-28T21:38:20.447636+08:00,2020-10-28T21:38:20.447636+08:00,2020-09-28T21:38:20.447636+08:00,paid,173,173.15,NULL,2020-09-29T12:00:59.098853+08:00
7759600e-68a0-4fec-93e0-f2b268b34d45,regular,701774794,2020-09-29T11:02:34.959626+08:00,2020-10-29T11:02:34.959626+08:00,2020-09-29T11:02:34.959626+08:00,paid,9.99,10,NULL,2020-09-29T12:01:01.183679+08:00
1513c705-0697-48d8-a0f0-b606903471ad,regular,521471340,2020-09-29T14:52:08.181891+08:00,2020-10-29T14:52:08.181891+08:00,2020-09-29T14:52:08.181891+08:00,paid,49,49,NULL,2020-09-30T12:01:21.896752+08:00
38f8b025-5937-4705-9a0c-0e2561d2e356,regular,769729486,2020-09-29T15:14:37.143084+08:00,2020-10-29T15:14:37.143084+08:00,2020-09-29T15:14:37.143084+08:00,paid,79,79,NULL,2020-09-30T12:01:24.259026+08:00
3f01533c-20b7-4bd0-b2ba-83764cb0b984,regular,7561135,2020-09-29T17:44:34.980708+08:00,2020-10-29T17:44:34.980708+08:00,2020-09-29T17:44:34.980708+08:00,paid,132,132.11,NULL,2020-09-30T12:01:26.469972+08:00
bc3522fb-49a6-4530-b9fb-5446f76b10a3,regular,854357654,2020-09-29T12:09:06.803991+08:00,2020-10-29T12:09:06.803991+08:00,2020-09-29T12:09:06.803991+08:00,paid,9.99,10,NULL,2020-09-30T12:01:28.628508+08:00
b87a4f11-169a-46f5-81b3-a89c5bb85e59,regular,1267804081,2020-09-29T20:51:07.602568+08:00,2020-10-29T20:51:07.602568+08:00,2020-09-29T20:51:07.602568+08:00,paid,124,124.11,NULL,2020-09-30T12:01:30.691564+08:00
62b80792-424d-425c-be08-4cd0b4eab674,regular,2066038646,2020-09-30T17:05:59.849924+08:00,2020-10-30T17:05:59.849924+08:00,2020-09-30T17:05:59.849924+08:00,paid,262,262.22,NULL,2020-09-30T17:07:34.465839+08:00
14855678-4b7f-4b71-9dda-819ccefcbce7,regular,862013641,2020-09-30T18:34:10.141331+08:00,2020-10-30T18:34:10.141331+08:00,2020-09-30T18:34:10.141331+08:00,free,0,0,NULL,NULL
c31369b1-e06e-4284-a6e3-38f762b0d36a,regular,1630296163,2020-09-30T18:53:34.452577+08:00,2020-10-30T18:53:34.452577+08:00,2020-09-30T18:53:34.452577+08:00,free,0,0,NULL,NULL
c089f4db-fc8e-4739-bc1e-fd30cd5ddec3,regular,1794572988,2020-10-01T01:18:30.688879+08:00,2020-11-01T01:18:30.688879+08:00,2020-10-01T01:18:30.688879+08:00,free,0,0,NULL,NULL
ea747819-8cfc-4c1a-83cc-03ad0c7280e9,regular,109007293,2020-09-30T17:37:43.568371+08:00,2020-10-30T17:37:43.568371+08:00,2020-09-30T17:37:43.568371+08:00,paid,9.99,10,NULL,2020-10-01T12:01:11.458106+08:00
ec5a7357-1833-46bf-bcf5-d021333c95dd,regular,917789310,2020-10-04T16:16:18.047372+08:00,2020-11-04T16:16:18.047372+08:00,2020-10-04T16:16:18.047372+08:00,open,79,79,NULL,NULL
a29c8e05-c30e-4a7f-9d57-49b71ef1ac64,regular,1180050121,2020-10-04T12:34:58.737715+08:00,2020-11-04T12:34:58.737715+08:00,2020-10-04T12:34:58.737715+08:00,paid,9.99,10,NULL,2020-10-05T12:00:28.813485+08:00
edc3a712-d9e4-4adf-9a93-93c1847866a0,regular,421864022,2020-10-04T19:37:18.000707+08:00,2020-11-04T19:37:18.000707+08:00,2020-10-04T19:37:18.000707+08:00,paid,9.99,10,NULL,2020-10-05T12:00:30.743583+08:00
00cef105-7e46-4402-8a24-dc7ca2d83923,regular,1248013766,2020-10-05T11:22:53.019054+08:00,2020-11-05T11:22:53.019054+08:00,2020-10-05T11:22:53.019054+08:00,paid,9.99,10,NULL,2020-10-05T12:00:32.516468+08:00
61e2b2a1-b840-4c14-9baa-4c3dfa42d32e,regular,2027633965,2020-12-13T15:10:47.578737+08:00,2021-01-13T15:10:47.578737+08:00,2020-12-13T15:10:47.578737+08:00,paid,137,137.12,NULL,2020-12-14T12:00:04.130304+08:00
5fed7371-27af-44d8-b439-1cdbbf7dda97,regular,1471510495,2020-08-25T17:28:16.511901+08:00,2020-09-25T17:28:16.511901+08:00,2020-08-25T17:28:16.511901+08:00,paid,141,141.12,NULL,2020-08-26T12:00:34.362275+08:00
77596c6f-fc33-487b-a408-6c2d4d430f3e,regular,71728323,2020-08-25T17:28:59.873692+08:00,2020-09-25T17:28:59.873692+08:00,2020-08-25T17:28:59.873692+08:00,paid,269,269.23,NULL,2020-08-26T12:00:36.619523+08:00
cfb7b690-0ffe-43bd-925e-1d0ed1e446a7,regular,877488980,2020-08-25T12:37:49.404777+08:00,2020-09-25T12:37:49.404777+08:00,2020-08-25T12:37:49.404777+08:00,paid,49,49,NULL,2020-08-26T12:00:37.845918+08:00
ce7b28c4-a63d-461f-8722-b4b678b9ab5e,regular,1550262842,2020-08-25T19:29:23.733021+08:00,2020-09-25T19:29:23.733021+08:00,2020-08-25T19:29:23.733021+08:00,paid,130.5,130.61,NULL,2020-08-26T12:00:38.699407+08:00
8925aa3c-0d0b-46c4-90a4-65908cf71d66,regular,2117744133,2020-08-26T17:20:09.384278+08:00,2020-09-26T17:20:09.384278+08:00,2020-08-26T17:20:09.384278+08:00,paid,81.09,81.16,NULL,2020-08-26T17:46:25.815716+08:00
f7b52ffc-ab34-443e-a973-aa596eca8b3a,regular,1582778311,2020-08-26T18:19:17.033803+08:00,2020-09-26T18:19:17.033803+08:00,2020-08-26T18:19:17.033803+08:00,paid,49,49,NULL,2020-08-27T12:00:48.674149+08:00
320b20f1-c474-4495-bbd1-7d9ce3221ecf,regular,1160068625,2020-09-23T16:29:29.302823+08:00,2020-10-23T16:29:29.302823+08:00,2020-09-23T16:29:29.302823+08:00,paid,9.99,10,NULL,2020-09-24T12:00:53.271422+08:00
463f6e10-2c9d-4c3a-9f75-bca9b2ab1210,regular,939802936,2020-08-27T13:37:53.138994+08:00,2020-09-27T13:37:53.138994+08:00,2020-08-27T13:37:53.138994+08:00,paid,2481.19,2483.3,NULL,2020-08-27T16:18:43.293676+08:00
9e83de37-4728-4aab-9b19-2fc0bd2a41fc,regular,2049920767,2020-09-23T16:37:08.699982+08:00,2020-10-23T16:37:08.699982+08:00,2020-09-23T16:37:08.699982+08:00,paid,48.99,49,NULL,2020-09-24T12:00:55.700008+08:00
4e4ace49-5588-4c32-b49a-28585c039811,regular,1882935467,2020-08-27T14:05:03.841014+08:00,2020-09-27T14:05:03.841014+08:00,2020-08-27T14:05:03.841014+08:00,paid,881.73,882.48,NULL,2020-08-27T16:19:41.07951+08:00
4a8b5c43-9ebe-4c80-8721-f9f95223507a,regular,828727297,2020-08-27T15:17:05.231424+08:00,2020-09-27T15:17:05.231424+08:00,2020-08-27T15:17:05.231424+08:00,paid,1230.01,1231.06,NULL,2020-08-27T16:20:44.988529+08:00
1b2d65e7-ec8f-4a9f-89be-b7f44ed09365,regular,1664643886,2020-08-27T12:32:13.29111+08:00,2020-09-27T12:32:13.29111+08:00,2020-08-27T12:32:13.29111+08:00,paid,878.58,879.33,NULL,2020-08-27T16:34:16.675204+08:00
d6850d3f-a2cb-4123-b832-2465f9761d0a,regular,186935371,2020-08-27T16:36:32.93521+08:00,2020-09-27T16:36:32.93521+08:00,2020-08-27T16:36:32.93521+08:00,paid,855,855.73,NULL,2020-08-28T12:00:46.926666+08:00
7c04e8ce-3528-47c5-be69-9d0c5b42e20a,regular,14440502,2020-08-27T12:42:25.655072+08:00,2020-09-27T12:42:25.655072+08:00,2020-08-27T12:42:25.655072+08:00,paid,62,62.05,NULL,2020-08-28T12:00:49.203746+08:00
cbfcb9d1-4223-4ed5-b0bf-52c877b7e72a,regular,1756302025,2020-08-27T12:54:40.275976+08:00,2020-09-27T12:54:40.275976+08:00,2020-08-27T12:54:40.275976+08:00,paid,95,95.06,NULL,2020-08-28T12:00:51.120514+08:00
4ea254ef-0d8f-46aa-be31-2c850a0c8cc5,regular,420682068,2020-08-27T17:24:38.520544+08:00,2020-09-27T17:24:38.520544+08:00,2020-08-27T17:24:38.520544+08:00,paid,9.99,10,NULL,2020-08-28T12:00:53.244116+08:00
ff93b404-b67c-4b19-a10f-019bb6b3b872,regular,924985379,2020-08-27T20:55:02.594469+08:00,2020-09-27T20:55:02.594469+08:00,2020-08-27T20:55:02.594469+08:00,paid,9.99,10,NULL,2020-08-28T12:00:55.382483+08:00
417b4695-a7ea-4495-9c36-2996afe192fe,regular,665139389,2020-08-27T22:00:12.205225+08:00,2020-09-27T22:00:12.205225+08:00,2020-08-27T22:00:12.205225+08:00,paid,9.99,10,NULL,2020-08-28T12:00:57.380611+08:00
7e7df9f1-63b8-4e1e-9981-fd8761b6b047,regular,1613512368,2020-08-28T16:27:03.066575+08:00,2020-09-28T16:27:03.066575+08:00,2020-08-28T16:27:03.066575+08:00,paid,9.99,10,NULL,2020-08-29T12:00:23.03107+08:00
a008feb2-0b64-4f0e-9e1d-86f7db8c6a0b,regular,644623162,2020-08-28T21:38:20.447636+08:00,2020-09-28T21:38:20.447636+08:00,2020-08-28T21:38:20.447636+08:00,paid,173,173.15,NULL,2020-08-29T12:00:25.570191+08:00
8f68ee2f-c188-46e1-bfb1-6e6229e7bbcd,regular,701774794,2020-08-29T11:02:34.959626+08:00,2020-09-29T11:02:34.959626+08:00,2020-08-29T11:02:34.959626+08:00,paid,9.99,10,NULL,2020-08-29T12:00:27.953212+08:00
be411924-3d98-4ae9-8a45-c25462c7bacd,regular,521471340,2020-08-29T14:52:08.181891+08:00,2020-09-29T14:52:08.181891+08:00,2020-08-29T14:52:08.181891+08:00,paid,49,49,NULL,2020-08-30T12:01:04.057143+08:00
9e60dccd-2ad0-4bc3-8de7-4f09bd2a64a2,regular,769729486,2020-08-29T15:14:37.143084+08:00,2020-09-29T15:14:37.143084+08:00,2020-08-29T15:14:37.143084+08:00,paid,79,79,NULL,2020-08-30T12:01:06.316936+08:00
a6b16ead-13f7-4c2f-85e3-bc7a649fa677,regular,7561135,2020-08-29T17:44:34.980708+08:00,2020-09-29T17:44:34.980708+08:00,2020-08-29T17:44:34.980708+08:00,paid,132,132.11,NULL,2020-08-30T12:01:08.420214+08:00
7397c985-aa9d-4258-b560-8e073a46edc3,regular,854357654,2020-08-29T12:09:06.803991+08:00,2020-09-29T12:09:06.803991+08:00,2020-08-29T12:09:06.803991+08:00,paid,9.99,10,NULL,2020-08-30T12:01:10.907907+08:00
bb6bd3c2-3b75-4880-9a94-2156f75c6191,regular,1267804081,2020-08-29T20:51:07.602568+08:00,2020-09-29T20:51:07.602568+08:00,2020-08-29T20:51:07.602568+08:00,paid,124,124.11,NULL,2020-08-30T12:01:13.063916+08:00
ed7c5681-5310-4dad-9ba1-1d6ac4eae76d,regular,314390237,2020-08-30T17:07:06.031263+08:00,2020-09-30T17:07:06.031263+08:00,2020-08-30T17:07:06.031263+08:00,paid,214.22,214.4,NULL,2020-08-31T12:00:49.052209+08:00
0185959a-fb93-482f-b0c6-7bac3f1653a6,regular,109007293,2020-08-30T17:37:43.568371+08:00,2020-09-30T17:37:43.568371+08:00,2020-08-30T17:37:43.568371+08:00,paid,9.99,10,NULL,2020-08-31T12:00:53.104515+08:00
60de1677-caf6-4424-b0c9-ba2d12fe5417,regular,1393452662,2020-12-13T20:31:50.988582+08:00,2021-01-13T20:31:50.988582+08:00,2020-12-13T20:31:50.988582+08:00,paid,9.99,10,NULL,2020-12-14T12:00:05.196493+08:00
befc400e-e88a-4b4b-9be4-74ff9f06a4a9,regular,1593864955,2020-08-30T17:30:38.74042+08:00,2020-09-30T17:30:38.74042+08:00,2020-08-30T17:30:38.74042+08:00,paid,681.25,681.66,NULL,2020-08-31T12:00:46.886055+08:00
af085888-8aa9-462d-9ecd-ad3f9808298d,regular,1794572988,2020-09-01T01:18:30.688879+08:00,2020-10-01T01:18:30.688879+08:00,2020-09-01T01:18:30.688879+08:00,paid,38.28,38.31,NULL,2020-09-01T01:19:56.131583+08:00
e6c5d7d4-b5a0-4d67-9f9a-f09c96ede1a3,regular,272591666,2020-08-31T20:56:35.799693+08:00,2020-09-30T20:56:35.799693+08:00,2020-08-31T20:56:35.799693+08:00,paid,61,61.04,NULL,2020-09-01T12:01:19.994163+08:00
5766f96a-0af0-471c-a3e9-bf9d1db70dd7,regular,967196937,2020-09-01T17:04:06.323765+08:00,2020-10-01T17:04:06.323765+08:00,2020-09-01T17:04:06.323765+08:00,paid,1823.86,1825.41,NULL,2020-09-02T10:56:53.113892+08:00
8e80964a-92bd-4431-994d-2a1ac8b008e2,regular,1547325684,2020-09-01T12:54:26.252002+08:00,2020-10-01T12:54:26.252002+08:00,2020-09-01T12:54:26.252002+08:00,paid,10.82,10.83,NULL,2020-09-02T10:58:23.619514+08:00
15fca416-0b12-4c90-a1ad-d2e17cbd2d2c,regular,503734600,2020-09-01T16:47:14.34367+08:00,2020-10-01T16:47:14.34367+08:00,2020-09-01T16:47:14.34367+08:00,free,0,0,NULL,NULL
48a0664d-7f56-4874-a679-f6faab9fb195,regular,1706119578,2020-09-01T15:31:51.821495+08:00,2020-10-01T15:31:51.821495+08:00,2020-09-01T15:31:51.821495+08:00,paid,61,61.05,NULL,2020-09-02T12:00:42.387768+08:00
d27af7a8-9733-44e8-a5d9-8f4a34160442,regular,1692557001,2020-09-02T17:30:06.939394+08:00,2020-10-02T17:30:06.939394+08:00,2020-09-02T17:30:06.939394+08:00,paid,175,175.15,NULL,2020-09-02T17:34:30.651644+08:00
c8fc256c-b7b0-42c2-a043-5182111e446c,regular,1201961440,2020-09-02T18:02:37.426039+08:00,2020-10-02T18:02:37.426039+08:00,2020-09-02T18:02:37.426039+08:00,paid,87.48,87.55,NULL,2020-09-02T18:03:24.193478+08:00
43e20e67-1ef0-497c-8cd2-d301340bf12c,regular,451487022,2020-09-03T10:36:40.215814+08:00,2020-10-03T10:36:40.215814+08:00,2020-09-03T10:36:40.215814+08:00,paid,1733,1734.47,NULL,2020-09-03T12:00:12.905074+08:00
bacc4970-8b06-42f6-82de-55159be352d1,regular,164705268,2020-09-02T19:33:08.67116+08:00,2020-10-02T19:33:08.67116+08:00,2020-09-02T19:33:08.67116+08:00,paid,161,161.1,NULL,2020-09-03T12:00:15.285516+08:00
14729434-5c6c-4d9e-a829-3d593567ff84,regular,824930020,2020-09-02T14:50:17.920695+08:00,2020-10-02T14:50:17.920695+08:00,2020-09-02T14:50:17.920695+08:00,paid,49,49,NULL,2020-09-03T12:00:17.328095+08:00
ef3a0a2e-8b85-49af-a678-69d430dd0d18,regular,608993168,2020-09-03T11:36:35.997149+08:00,2020-10-03T11:36:35.997149+08:00,2020-09-03T11:36:35.997149+08:00,paid,145.5,145.62,NULL,2020-09-03T12:00:19.382111+08:00
c0304305-fb91-4d84-83eb-f6f8a387c8ee,regular,452488217,2020-09-02T14:50:39.960171+08:00,2020-10-02T14:50:39.960171+08:00,2020-09-02T14:50:39.960171+08:00,paid,115.22,115.32,NULL,2020-09-03T12:00:21.529523+08:00
ade5a5a7-a0a5-4fa1-85d8-9aab9fac9b62,regular,1456763820,2020-09-03T13:37:02.053657+08:00,2020-10-03T13:37:02.053657+08:00,2020-09-03T13:37:02.053657+08:00,paid,133,133.11,NULL,2020-09-03T13:39:31.244023+08:00
73a30c9d-02ee-4749-9a96-0bc9ecafa521,regular,1347431456,2020-09-03T15:49:39.94745+08:00,2020-10-03T15:49:39.94745+08:00,2020-09-03T15:49:39.94745+08:00,free,0,0,NULL,NULL
b89d226c-3d1a-413c-a85c-7cebdf5cd989,regular,1806572390,2020-09-03T17:33:54.242963+08:00,2020-10-03T17:33:54.242963+08:00,2020-09-03T17:33:54.242963+08:00,paid,133,133.11,NULL,2020-09-03T17:35:54.006224+08:00
abdd7b8d-1098-4dc5-87f7-24ce788ca900,regular,323707999,2020-09-04T10:46:14.52332+08:00,2020-10-04T10:46:14.52332+08:00,2020-09-04T10:46:14.52332+08:00,open,49,49,NULL,NULL
19c9e8e5-d266-400e-bf10-c4f99493e803,regular,2087858115,2020-09-03T13:00:37.801177+08:00,2020-10-03T13:00:37.801177+08:00,2020-09-03T13:00:37.801177+08:00,paid,260,260.22,NULL,2020-09-04T12:00:38.565896+08:00
714eb516-136a-4ba9-9572-3fff65fb45f3,regular,1631610492,2020-09-03T16:46:51.871156+08:00,2020-10-03T16:46:51.871156+08:00,2020-09-03T16:46:51.871156+08:00,paid,61,61.04,NULL,2020-09-04T12:00:40.764962+08:00
88f1abe5-85a5-4bce-bfa8-6acc50e5042a,regular,1178344693,2020-09-03T14:33:38.833947+08:00,2020-10-03T14:33:38.833947+08:00,2020-09-03T14:33:38.833947+08:00,paid,173,173.15,NULL,2020-09-04T12:00:42.494488+08:00
427d93b2-6297-4c4a-bf83-657dde6d9b99,regular,1438203227,2020-09-03T17:15:22.776579+08:00,2020-10-03T17:15:22.776579+08:00,2020-09-03T17:15:22.776579+08:00,paid,9.99,10,NULL,2020-09-04T12:00:44.341729+08:00
d7fd8c07-bab3-44ca-94c4-ad8545fb95b8,regular,490210244,2020-09-03T15:57:06.554876+08:00,2020-10-03T15:57:06.554876+08:00,2020-09-03T15:57:06.554876+08:00,paid,9.99,10,NULL,2020-09-04T12:00:46.219468+08:00
9b9e4b88-fae3-4063-9b78-46cb21b67f31,regular,917789310,2020-09-04T16:16:18.047372+08:00,2020-10-04T16:16:18.047372+08:00,2020-09-04T16:16:18.047372+08:00,open,79,79,NULL,NULL
67c289b1-fa70-411d-9c2d-81740fc45570,regular,352980814,2020-09-04T18:57:51.826323+08:00,2020-10-04T18:57:51.826323+08:00,2020-09-04T18:57:51.826323+08:00,open,49,49.03,NULL,NULL
2e04aa57-be28-4164-ae52-f05ab98beb02,regular,1180050121,2020-09-04T12:34:58.737715+08:00,2020-10-04T12:34:58.737715+08:00,2020-09-04T12:34:58.737715+08:00,paid,9.99,10,NULL,2020-09-05T12:01:29.866191+08:00
df86a42c-588b-460c-a5e4-50f20e66f02f,regular,421864022,2020-09-04T19:37:18.000707+08:00,2020-10-04T19:37:18.000707+08:00,2020-09-04T19:37:18.000707+08:00,paid,9.99,10,NULL,2020-09-05T12:01:32.101181+08:00
0bfe3351-9c5b-4efa-ac46-ed5dd3728376,regular,1248013766,2020-09-05T11:22:53.019054+08:00,2020-10-05T11:22:53.019054+08:00,2020-09-05T11:22:53.019054+08:00,paid,9.99,10,NULL,2020-09-05T12:01:34.17554+08:00
662bcecc-7874-4fab-bb7e-cf5cb5e412c2,regular,1347431456,2020-11-03T15:49:39.94745+08:00,2020-12-03T15:49:39.94745+08:00,2020-11-03T15:49:39.94745+08:00,free,0,0,NULL,NULL
0abd3017-cdc0-431c-9650-a00603b24950,regular,2065243857,2021-01-24T18:49:57.780897+08:00,2021-02-24T18:49:57.780897+08:00,2021-01-24T18:49:57.780897+08:00,paid,9.99,10,NULL,2021-01-25T12:00:07.078825+08:00
6b0bb890-9232-42c2-aeec-567495dff160,regular,547184045,2020-09-23T12:14:51.801014+08:00,2020-10-23T12:14:51.801014+08:00,2020-09-23T12:14:51.801014+08:00,paid,362,362.31,NULL,2020-09-24T12:00:44.037455+08:00
5363f055-71ec-4a20-a738-1d9c5d726c02,regular,765278480,2020-09-24T10:12:57.443794+08:00,2020-10-24T10:12:57.443794+08:00,2020-09-24T10:12:57.443794+08:00,paid,98,98.06,NULL,2020-09-24T12:00:46.793945+08:00
d01e7cad-2cf1-4b29-ab72-8a5b96d14056,regular,1750691250,2020-09-04T18:57:48.197097+08:00,2020-10-04T18:57:48.197097+08:00,2020-09-04T18:57:48.197097+08:00,paid,1578.75,1580.09,NULL,2020-09-05T12:01:19.097192+08:00
04999ced-f49c-45bb-bec1-5b96c1931bdc,regular,51194629,2020-09-04T19:09:35.285128+08:00,2020-10-04T19:09:35.285128+08:00,2020-09-04T19:09:35.285128+08:00,paid,123,123.1,NULL,2020-09-05T12:01:21.203442+08:00
